qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,glove.topn3,glove.topn3.bm25.map,qid,glove.topn3.replace,glove.topn3.replace.bm25.map,qid,tagmee.topn3,tagmee.topn3.bm25.map,qid,tagmee.topn3.replace,tagmee.topn3.replace.bm25.map,qid,stem.lovins,stem.lovins.bm25.map
20725,dooney burke outlet store,0.3053,20725,dooney burke outlet store sandberger jahch kelly murphy piyanart shop,,20725,sandberger jahch kelly murphy piyanart shop,0.0,20725,dooney burke outlet store Dooney  amp  Bourke Outlet store,0.3566,20796,poseidon industries,,20725,doone burk outles stor,0.008
20726,vista add printer,0.0128,20726,vista add printer buena chula adding combine printing,,20726,buena chula adding combine printing,0.0,20726,vista add printer Windows Vista Peripheral Printer  computing,0.0025,20797,firefly bus,,20726,vist ad printer,0.0
20727,ovulation calendar,0.2561,20727,ovulation calendar,,20727,ovulation calendar,0.2561,20727,ovulation calendar,0.2561,20799,riverbend park,,20727,ovulation calendar,0.2561
20729,lonely indian housewives,,20729,lonely indian housewives desolate forlorn india pakistani desperate em,,20729,desolate forlorn india pakistani desperate em,,20729,lonely indian housewives Indian people,,20803,Kentucky Lemon law,,20729,lon ind housewiv,
20732,saint maarten weather,0.5317,20732,saint maarten weather st  st sint bonaire inclement rainy,,20732,st  st sint bonaire inclement rainy,0.0,20732,saint maarten weather Sint Maarten BBC Weather,0.0702,20805,Richard Simmons Rockwell  musician,,20732,saint maart weather,0.0
20733,navy swords,0.4291,20733,navy swords,,20733,navy swords,0.4291,20733,navy swords,0.4291,20806,Building integrated photovoltaics Ventilation  architecture,,20733,navy swords,0.4291
20736,oakwood friends school,0.6299,20736,oakwood friends school riverview grandview loved students,,20736,riverview grandview loved students,0.0,20736,oakwood friends school Oakwood Friends School,0.6299,20808,healthy recipes,,20736,oakwood friens school,0.0485
20738,locks of love,0.0603,20738,locks love passion,,20738,locks passion,0.0,20738,locks love Locks of Love,0.0603,20809,Quality of life Measurement,,20738,lock of lov,0.0
20740,pelican harbor marina,0.1554,20740,pelican harbor marina k      http   www mediabynumbers com harbour vicinity prohertrib bdb,,20740,k      http   www mediabynumbers com harbour vicinity prohertrib bdb,0.0,20740,pelican harbor marina Pelican Harbor Marina,0.1625,20810,Tide Charleston  South Carolina Island,,20740,pelican harbor marin,0.0499
20741,polk county texas,0.0,20741,polk county texas muhlt vahrd sheriff kansas austin,,20741,muhlt vahrd sheriff kansas austin,0.0,20741,polk county texas Polk County  Texas Polk County  Texas,0.0,20812,Webmail Email Directory service,,20741,polk count tic,0.0
20744,craig olejnik,1.0,20744,craig olejnik,,20744,craig olejnik,1.0,20744,craig olejnik,1.0,20815,dreamland inc,,20744,craig olejnik,1.0
20746,borg warner,0.0,20746,borg warner,,20746,borg warner,0.0,20746,borg warner,0.0,20816,Credit card Credit card debt Debt consolidation Debt consolidation,,20746,borg warner,0.0
20747,very short dress,0.0,20747,short dress long longer attire,,20747,long longer attire,0.0,20747,short dress,0.0,20817,alternative medicine,,20747,ver short dres,0.0
20748,carolina speedway,0.0,20748,carolina speedway,,20748,carolina speedway,0.0,20748,carolina speedway,0.0,20819,Work from Home Magical Company Data entry clerk,,20748,carolina speedway,0.0
20749,hospital acquired pneumonia,0.2428,20749,hospital acquired pneumonia medical purchased infection atypical,,20749,medical purchased infection atypical,0.0077,20749,hospital acquired pneumonia Hospital acquired pneumonia,0.2431,20822,Cefalexin,,20749,hospit acquir pneumon,0.0522
20752,brian nord,0.3788,20752,brian nord,,20752,brian nord,0.3788,20752,brian nord,0.3788,20824,Wallace Stevens Ben Jonson,,20752,brian nord,0.3788
20754,eagle airport colorado,0.5598,20754,eagle airport colorado bald kuhdz heathrow arizona denver,,20754,bald kuhdz heathrow arizona denver,0.0,20754,eagle airport colorado Eagle Airport Colorado,0.5598,20830,toyota corolla,,20754,eagl airport colorad,0.0211
20756,make a bird bath,0.432,20756,make bird bath made avian tub,,20756,made avian tub,0.0,20756,make bird bath Bird bath,0.4097,20831,health recipes,,20756,mak a bird bath,0.0081
20757,obesity hypoventilation syndrome,0.5337,20757,obesity hypoventilation syndrome diabetes overweight mangxamba http   www kasparovchess com respiratory acute,,20757,diabetes overweight mangxamba http   www kasparovchess com respiratory acute,0.0001,20757,obesity hypoventilation syndrome Obesity hypoventilation syndrome,0.5304,20832,orlando sentinel,,20757,obes hypoventil syndrom,0.3686
20762,hrsa nursing scholarship,0.119,20762,hrsa nursing scholarship oly      box cw   care graduate,,20762,oly      box cw   care graduate,0.0,20762,hrsa nursing scholarship Health Resources and Services Administration Nursing Scholarship,0.0837,20834,4th amendment,,20762,hrs nur scholarship,0.0
20764,green darner dragonfly,0.2352,20764,green darner dragonfly red purple mangxamba gahsh aeshnidae,,20764,red purple mangxamba gahsh aeshnidae,0.0278,20764,green darner dragonfly Green darner Dragonfly,0.2345,20837,huntsville alabama,,20764,green darner dragonf,0.1896
20766,prescription diet pills,0.0078,20766,prescription diet pills medications eating medications,,20766,medications eating medications,0.0,20766,prescription diet pills Medical prescription Anti obesity medication,0.0094,20839,nj dmv,,20766,prescript dies pil,0.0
20768,mileage tax credit,0.2299,20768,mileage tax credit flier mpg income loans banks,,20768,flier mpg income loans banks,0.0,20768,mileage tax credit Road pricing,0.003,20845,Bryman  California Phoenix  Arizona,,20768,mile tac credit,0.0
20771,newport university california,0.25,20771,newport university california rhode r i  professor graduate calif  oregon,,20771,rhode r i  professor graduate calif  oregon,0.0,20771,newport university california Newport  Wales University of Wales  Newport California,0.0033,20849,Enrique Iglesias Sweet,,20771,newport univers californ,0.0
20772,bree olson,,20772,bree olson,,20772,bree olson,,20772,bree olson,,20851,Skirvin Hilton Hotel Oklahoma,,20772,bree olson,
20773,football,0.011,20773,football,,20773,football,0.011,20773,football,0.011,20852,Take Our Daughters and Sons to Work Day,,20773,football,0.011
20774,extreme dating,0.0139,20774,extreme dating,,20774,extreme dating,0.0139,20774,extreme dating,0.0139,20854,Cove Bay Golf Golf,,20774,extreme dating,0.0139
20776,nissan pickup gas mileage,0.0,20776,nissan pickup gas mileage mazda toyota truck natural gasoline flier mpg,,20776,mazda toyota truck natural gasoline flier mpg,0.0,20776,nissan pickup gas mileage Nissan Navara Fuel economy in automobiles,0.0,20855,rotor disease,,20776,nissan pickup ga mile,0.0
20777,spain weather conditions,0.0034,20777,spain weather conditions portugal spanish inclement rainy result,,20777,portugal spanish inclement rainy result,0.0,20777,spain weather conditions Spain,0.003,20859,blackrock depths,,20777,spain weather condit,0.0034
20781,exercises to lose weight,,20781,exercises lose weight maneuvers lost load,,20781,maneuvers lost load,,20781,exercises lose weight Physical exercise Weight loss,,20860,wktv,,20781,exercis to los weight,
20783,tewksbury mass,0.0359,20783,tewksbury mass,,20783,tewksbury mass,0.0359,20783,tewksbury mass,0.0359,20863,free translation,,20783,tewksbury mass,0.0359
20785,warrant officer,0.1998,20785,warrant officer,,20785,warrant officer,0.1998,20785,warrant officer,0.1998,20864,Vehicle inspection,,20785,warrant officer,0.1998
20786,bbq rubs,0.0791,20786,bbq rubs,,20786,bbq rubs,0.0791,20786,bbq rubs,0.0791,20872,tru chocolate,,20786,bbq rubs,0.0791
20795,all earthquake list,0.2426,20795,earthquake list quake temblor,,20795,quake temblor list,0.0,20795,earthquake list,0.1902,20873,hillside strangler,,20795,al earthquak list,0.0
20796,poseidon industries,0.0,20796,poseidon industries,,20796,poseidon industries,0.0,20796,poseidon industries,0.0,20874,Seattle City Council,,20796,poseidon industries,0.0
20797,firefly bus,0.2328,20797,firefly bus,,20797,firefly bus,0.2328,20797,firefly bus,0.2328,20875,Virginia Department of Education,,20797,firefly bus,0.2328
20799,riverbend park,0.2601,20799,riverbend park,,20799,riverbend park,0.2601,20799,riverbend park,0.2601,20879,Manor Hospital,,20799,riverbend park,0.2601
20803,kentucky lemon law,0.3764,20803,kentucky lemon law louisville tennessee lime juice legal,,20803,louisville tennessee lime juice legal,0.0,20803,kentucky lemon law Kentucky Lemon law,0.3764,20882,weight management,,20803,kentuck lemon law,0.0058
20805,simmons and rockwell,0.0,20805,simmons rockwell http   www co mo md us srivalo http   www nwguild org http   www co mo md us,,20805,http   www co mo md us srivalo http   www nwguild org http   www co mo md us,0.0,20805,simmons rockwell Richard Simmons Rockwell  musician,0.0,20883,West Coast Fossil Park Fossil park,,20805,simmon and rockwel,0.0
20806,solar roof vent,0.049,20806,solar roof vent photovoltaic geothermal walls,,20806,photovoltaic geothermal walls vent,0.0,20806,solar roof vent Building integrated photovoltaics Ventilation  architecture,0.0007,20886,indocrin,,20806,sol roof vens,0.0
20808,healthy recipes,0.0315,20808,healthy recipes,,20808,healthy recipes,0.0315,20808,healthy recipes,0.0315,20889,moakley building,,20808,healthy recipes,0.0315
20809,quality of life measures,0.5076,20809,quality life measures excellent standards lives even steps,,20809,excellent standards lives even steps,0.0,20809,quality life measures Quality of life Measurement,0.5076,20890,trust funds,,20809,qu of lif measur,0.0
20810,the tides at charleston on staten island,0.0,20810,tides charleston staten island currents savannah s c  bronx brooklyn coast,,20810,currents savannah s c  bronx brooklyn coast,0.0,20810,tides charleston staten island Tide Charleston  South Carolina Island,0.0,20895,Centre  geometry  Solar System,,20810,th tid at charlest on stat island,0.0
20812,free email directory,0.2843,20812,free email directory   giving e mail,,20812,  giving e mail,0.0,20812,free email directory Webmail Email Directory service,0.0615,20897,BBC Science News,,20812,fre email director,0.0
20815,dreamland inc,0.0019,20815,dreamland inc,,20815,dreamland inc,0.0019,20815,dreamland inc,0.0019,20898,Weather forecasting Tampa  Florida Tampa  Florida,,20815,dreamland inc,0.0019
20816,credit card debt consolidation loan,0.0,20816,credit card debt consolidation loan loans banks debit repay restructuring lenders,,20816,loans banks debit repay restructuring lenders,0.0,20816,credit card debt consolidation loan Credit card Credit card debt Debt consolidation Debt consolidation,0.0,20899,Jack Nicholson Television film,,20816,credit card debt consolis loan,0.0
20817,alternative medicine,0.0124,20817,alternative medicine,,20817,alternative medicine,0.0124,20817,alternative medicine,0.0124,20906,tea,,20817,alternative medicine,0.0124
20819,work from home data entry jobs,0.0,20819,work home data entry jobs where come information analysis enter entering employment,,20819,work where come information analysis enter entering employment,0.0,20819,work home data entry jobs Work from Home Magical Company Data entry clerk,0.0,20910,yersinia,,20819,work from hom dat entr job,0.0
20822,keflex for animals,0.0,20822,keflex animals humans,,20822,keflex humans,0.0,20822,keflex animals Cefalexin,0.0,20912,burger king,,20822,keflec for anim,0.0
20824,stevens jonson syndrome,0.051,20824,stevens jonson syndrome roberts srivalo tihg pyoot respiratory acute,,20824,roberts srivalo tihg pyoot respiratory acute,0.0,20824,stevens jonson syndrome Wallace Stevens Ben Jonson,0.0,20914,Buckeye  Arizona Police Police,,20824,steven jonson syndrom,0.051
20830,toyota corolla,0.0066,20830,toyota corolla,,20830,toyota corolla,0.0066,20830,toyota corolla,0.0066,20915,Pyramid scheme,,20830,toyota corolla,0.0066
20831,health recipes,0.0,20831,health recipes,,20831,health recipes,0.0,20831,health recipes,0.0,20916,doughton park,,20831,health recipes,0.0
20832,orlando sentinel,0.2516,20832,orlando sentinel,,20832,orlando sentinel,0.2516,20832,orlando sentinel,0.2516,20921,Campaign finance Term limit,,20832,orlando sentinel,0.2516
20834,4th amendment,0.0458,20834,4th amendment,,20834,4th amendment,0.0458,20834,4th amendment,0.0458,20923,High culture Conservatism in the United States Thoracic diaphragm,,20834,4th amendment,0.0458
20837,huntsville alabama,0.089,20837,huntsville alabama,,20837,huntsville alabama,0.089,20837,huntsville alabama,0.089,20925,Quilt Pattern,,20837,huntsville alabama,0.089
20839,nj dmv,0.0,20839,nj dmv,,20839,nj dmv,0.0,20839,nj dmv,0.0,20927,Humana Health care in the United States,,20839,nj dmv,0.0
20845,bryman school phoenix,0.0286,20845,bryman school phoenix students portland sacramento,,20845,bryman students portland sacramento,0.0037,20845,bryman school phoenix Bryman  California Phoenix  Arizona,0.0145,20930,Britney Spears Tattoo  Jordin Sparks song,,20845,bryman school phoenic,0.0172
20849,enrique iglesias songs,0.2488,20849,enrique iglesias songs iglesias herrera enrique drohs lyrics,,20849,iglesias herrera enrique drohs lyrics,0.0007,20849,enrique iglesias songs Enrique Iglesias Sweet,0.0625,20932,Translation German language English language,,20849,enriqu iglesi song,0.0608
20851,skirvin hotel oklahoma,0.5545,20851,skirvin hotel oklahoma k      jenalia moreno chron com restaurant kansas tulsa,,20851,k      jenalia moreno chron com restaurant kansas tulsa,0.0,20851,skirvin hotel oklahoma Skirvin Hilton Hotel Oklahoma,0.4323,20935,heskin hall,,20851,skirvin hotel oklahom,0.5876
20852,when is take your child to work day,0.0417,20852,take child work day give children parents week,,20852,give children parents work week,0.0,20852,take child work day Take Our Daughters and Sons to Work Day,0.3411,20936,Stuff  magazine  Internet,,20852,when is tak your child to work day,0.0
20854,hidden cove golf course,0.0081,20854,hidden cove golf course hiding hid tahp http   www co mo md us golfers woods way,,20854,hiding hid tahp http   www co mo md us golfers woods way,0.0,20854,hidden cove golf course Cove Bay Golf Golf,0.0025,20937,Oil Fossil fuel Gas,,20854,hid cov golf cour,0.0
20855,rotor disease,0.2745,20855,rotor disease,,20855,rotor disease,0.2745,20855,rotor disease,0.2745,20938,chemistry set,,20855,rotor disease,0.2745
20859,blackrock depths,0.4158,20859,blackrock depths,,20859,blackrock depths,0.4158,20859,blackrock depths,0.4158,20944,craigslist nh,,20859,blackrock depths,0.4158
20860,wktv,0.1,20860,wktv,,20860,wktv,0.1,20860,wktv,0.1,20945,Belle Isle Park  Michigan  Belle Isle Park  Michigan  Detroit,,20860,wktv,0.1
20863,free translation,0.0079,20863,free translation,,20863,free translation,0.0079,20863,free translation,0.0079,20950,berkshire hathaway,,20863,free translation,0.0079
20864,annual vehicle inspection report,,20864,annual vehicle inspection report yearly car according,,20864,yearly car inspection according,,20864,annual vehicle inspection report Vehicle inspection,,20955,matt ferber,,20864,annu vehicl inspect report,
20866,palmer community center,0.0,20866,palmer community center svahng watson well centre,,20866,svahng watson well centre,0.0,20866,palmer community center,0.0,20956,Dental hygienist School,,20866,palmer commun center,0.0
20870,free cell phones,0.0154,20870,free cell phones   giving cellular telephones cellphones,,20870,  giving cellular telephones cellphones,0.0,20870,free cell phones,0.0154,20960,Pest  organism  Pest control,,20870,fre cel phon,0.0
20872,tru chocolate,0.5751,20872,tru chocolate,,20872,tru chocolate,0.5751,20872,tru chocolate,0.5751,20962,diy+audio,,20872,tru chocolate,0.5751
20873,hillside strangler,0.4571,20873,hillside strangler,,20873,hillside strangler,0.4571,20873,hillside strangler,0.4571,20964,Chemotherapy Renal cell carcinoma,,20873,hillside strangler,0.4571
20874,seattle city council,0.0561,20874,seattle city council oakland portland town member commission,,20874,oakland portland town member commission,0.0,20874,seattle city council Seattle City Council,0.0559,20965,ritz camera,,20874,seattl cit council,0.0007
20875,virginia department of education,0.0637,20875,virginia department education maryland va  administration teaching,,20875,maryland va  administration teaching,0.0,20875,virginia department education Virginia Department of Education,0.0637,20967,SEAL Team Six,,20875,virgin departm of educ,0.0
20879,taylor manor hospital,0.0545,20879,taylor manor hospital johnson smith castle mansion medical,,20879,johnson smith castle mansion medical,0.0,20879,taylor manor hospital Manor Hospital,0.0589,20969,oregon employment,,20879,taylor manor hospit,0.0545
20882,weight management,0.1618,20882,weight management,,20882,weight management,0.1618,20882,weight management,0.1618,20973,oh dmv,,20882,weight management,0.1618
20883,west coast fossil park,0.3163,20883,west coast fossil park east north coastal fuels adjacent,,20883,east north coastal fuels adjacent,0.0,20883,west coast fossil park West Coast Fossil Park Fossil park,0.1571,20975,Michaels Handicraft Retail,,20883,west coast fossil park,0.3163
20886,indocrin,0.5,20886,indocrin,,20886,indocrin,0.5,20886,indocrin,0.5,20976,sudoku,,20886,indocrin,0.5
20889,moakley building,0.3698,20889,moakley building,,20889,moakley building,0.3698,20889,moakley building,0.3698,20977,fc kerbeck,,20889,moakley building,0.3698
20890,trust funds,0.3434,20890,trust funds,,20890,trust funds,0.3434,20890,trust funds,0.3434,20978,william clark,,20890,trust funds,0.3434
20891,5 food groups,0.0027,20891,  food groups     supplies organizations,,20891,    supplies organizations,0.0,20891,  food groups,0.1867,20985,Referee Darts,,20891,food group,0.1867
20895,center solar system,0.1146,20895,center solar system centre photovoltaic geothermal which,,20895,centre photovoltaic geothermal which,0.0,20895,center solar system Centre  geometry  Solar System,0.001,20988,get directions,,20895,center sol system,0.0
20897,bbc science news,0.0169,20897,bbc science news itv presenter scientific reported interview,,20897,itv presenter scientific reported interview,0.0,20897,bbc science news BBC Science News,0.0169,20991,Hostage Rescue Team,,20897,bbc sci new,0.0
20898,weather tampa bay,0.1814,20898,weather tampa bay inclement rainy jacksonville bay tampa chesapeake,,20898,inclement rainy jacksonville bay tampa chesapeake,0.0,20898,weather tampa bay Weather forecasting Tampa  Florida Tampa  Florida,0.0231,20994,The Oregonian Newspaper,,20898,weather tamp bay,0.0
20899,jack nicholson movies,0.3027,20899,jack nicholson movies nicholson murphy k      k      films,,20899,nicholson murphy k      k      films,0.003,20899,jack nicholson movies Jack Nicholson Television film,0.1959,20996,Guillermo Venegas Lloveras,,20899,jack nicholson mov,0.1266
20906,tea,,20906,tea,,20906,tea,,20906,tea,,20998,tamaxifen,,20906,tea,
20910,yersinia,0.4257,20910,yersinia,,20910,yersinia,0.4257,20910,yersinia,0.4257,20999,Detroit Osteopathic medicine in the United States,,20910,yersinia,0.4257
20912,burger king,0.0185,20912,burger king,,20912,burger king,0.0185,20912,burger king,0.0185,21000,Mothers Against Drunk Driving Michigan Victimology,,20912,burger king,0.0185
20914,buckeye police department,0.5,20914,buckeye police department em   srivalo officers policemen administration,,20914,em   srivalo officers policemen administration,0.0,20914,buckeye police department Buckeye  Arizona Police Police,0.25,21532,Styles Bridges Michigan,,20914,buckey polic departm,0.0
20915,cash gifting programs,0.0977,20915,cash gifting programs money funds ooooooooooooooooooooooooooooooooooooooo js   programmes,,20915,money funds ooooooooooooooooooooooooooooooooooooooo js   programmes,0.0,20915,cash gifting programs Pyramid scheme,0.0357,21593,rutledge georgia,,20915,cash gift program,0.0977
20916,doughton park,0.4542,20916,doughton park,,20916,doughton park,0.4542,20916,doughton park,0.4542,21745,almeria,,20916,doughton park,0.4542
20921,campaign contribution limits,0.1872,20921,campaign contribution limits,,20921,campaign contribution limits,0.1872,20921,campaign contribution limits Campaign finance Term limit,0.061,22952,Rosary,,20921,campaign contribut limis,0.0001
20923,elevated right hemidiaphragm,0.0,20923,elevated right hemidiaphragm bulletinyyy bdb   left just,,20923,bulletinyyy bdb   left just hemidiaphragm,0.0,20923,elevated right hemidiaphragm High culture Conservatism in the United States Thoracic diaphragm,0.0,23912,collegeville pennsylvania,,20923,elev right hemidiaphragm,0.0
20925,western quilt patterns,0.1935,20925,western quilt patterns eastern southern patchwork shapes,,20925,eastern southern patchwork shapes,0.0,20925,western quilt patterns Quilt Pattern,0.0854,24991,Dictionary of American Naval Fighting Ships Naval warfare Combat Navy,,20925,western quilt pattern,0.1935
20927,humana health care,0.0609,20927,humana health care bohld http   www statoil com care healthcare health healthcare,,20927,bohld http   www statoil com care healthcare health healthcare,0.0,20927,humana health care Humana Health care in the United States,0.0873,25122,Place of birth George Washington,,20927,human health car,0.0
20930,britney spears tattoo,0.5443,20930,britney spears tattoo spears aguilera britney aguilera,,20930,spears aguilera britney aguilera tattoo,0.0187,20930,britney spears tattoo Britney Spears Tattoo  Jordin Sparks song,0.0096,,,,20930,britne spear tatto,0.0004
20932,translate german to english,0.2411,20932,translate german english germany austrian language welsh,,20932,translate germany austrian language welsh,0.0,20932,translate german english Translation German language English language,0.138,,,,20932,transl german to engl,0.0
20935,heskin hall,0.1108,20935,heskin hall,,20935,heskin hall,0.1108,20935,heskin hall,0.1108,,,,20935,heskin hall,0.1108
20936,stuff magazine online,0.0,20936,stuff magazine online things thing publication internet web,,20936,things thing publication internet web,0.0,20936,stuff magazine online Stuff  magazine  Internet,0.0,,,,20936,stuff magaz onl,0.0
20937,oil gas scams,0.1895,20937,oil gas scams crude petroleum natural gasoline frauds,,20937,crude petroleum natural gasoline frauds,0.0,20937,oil gas scams Oil Fossil fuel Gas,0.0,,,,20937,oil ga scam,0.1895
20938,chemistry set,0.3812,20938,chemistry set,,20938,chemistry set,0.3812,20938,chemistry set,0.3812,,,,20938,chemistry set,0.3812
20944,craigslist nh,0.0463,20944,craigslist nh,,20944,craigslist nh,0.0463,20944,craigslist nh,0.0463,,,,20944,craigslist nh,0.0463
20945,belle isle detroit,0.5796,20945,belle isle detroit glade http   www co mo md us wight cleveland chicago,,20945,glade http   www co mo md us wight cleveland chicago,0.0,20945,belle isle detroit Belle Isle Park  Michigan  Belle Isle Park  Michigan  Detroit,0.498,,,,20945,bel isl detroit,0.0925
20950,berkshire hathaway,0.0675,20950,berkshire hathaway,,20950,berkshire hathaway,0.0675,20950,berkshire hathaway,0.0675,,,,20950,berkshire hathaway,0.0675
20955,matt ferber,0.0029,20955,matt ferber,,20955,matt ferber,0.0029,20955,matt ferber,0.0029,,,,20955,matt ferber,0.0029
20956,dental hygiene schools,0.296,20956,dental hygiene schools dentists dentistry sanitation colleges,,20956,dentists dentistry sanitation colleges,0.0001,20956,dental hygiene schools Dental hygienist School,0.1716,,,,20956,dens hygi school,0.0
20960,pest control education,0.1619,20960,pest control education infestation teaching,,20960,infestation control teaching,0.0,20960,pest control education Pest  organism  Pest control,0.1709,,,,20960,pest control educ,0.1619
20962,diy+audio,0.365,20962,diy+audio,,20962,diy+audio,0.365,20962,diy+audio,0.365,,,,20962,diy+audio,0.365
20964,treatment for renal cell cancer,0.4229,20964,treatment renal cell cancer treated treat kidney hepatic cellular prostate breast,,20964,treated treat kidney hepatic cellular prostate breast,0.0006,20964,treatment renal cell cancer Chemotherapy Renal cell carcinoma,0.1799,,,,20964,treatm for ren cel cancer,0.0
20965,ritz camera,0.4154,20965,ritz camera,,20965,ritz camera,0.4154,20965,ritz camera,0.4154,,,,20965,ritz camera,0.4154
20967,seal team 6,0.5788,20967,seal team   squad,,20967,seal squad,0.0,20967,seal team   SEAL Team Six,0.2283,,,,20967,seal team,0.5719
20969,oregon employment,0.5391,20969,oregon employment,,20969,oregon employment,0.5391,20969,oregon employment,0.5391,,,,20969,oregon employment,0.5391
20972,vice president residence,0.3459,20972,vice president residence president vice president vice mansion,,20972,president vice president vice mansion,0.0394,20972,vice president residence,0.3459,,,,20972,vic presid resid,0.0
20973,oh dmv,0.0,20973,oh dmv,,20973,oh dmv,0.0,20973,oh dmv,0.0,,,,20973,oh dmv,0.0
20975,michaels craft store,0.0207,20975,michaels craft store mcmahon jillian http   www nwguild org shop,,20975,mcmahon jillian http   www nwguild org shop,0.0,20975,michaels craft store Michaels Handicraft Retail,0.0,,,,20975,michael craft stor,0.0
20976,sudoku,0.1395,20976,sudoku,,20976,sudoku,0.1395,20976,sudoku,0.1395,,,,20976,sudoku,0.1395
20977,fc kerbeck,0.0,20977,fc kerbeck,,20977,fc kerbeck,0.0,20977,fc kerbeck,0.0,,,,20977,fc kerbeck,0.0
20978,william clark,0.2398,20978,william clark,,20978,william clark,0.2398,20978,william clark,0.2398,,,,20978,william clark,0.2398
20985,official dart board measurements,0.5083,20985,official dart board measurements according flashaafp com bobdart coxnews com directors observations,,20985,according flashaafp com bobdart coxnews com directors observations,0.0,20985,official dart board measurements Referee Darts,0.3431,,,,20985,offic dart board measurement,0.0582
20988,get directions,,20988,get directions,,20988,get directions,,20988,get directions,,,,,20988,get directions,
20991,hostage rescue team,0.3395,20991,hostage rescue team captives squad,,20991,captives rescue squad,0.0002,20991,hostage rescue team Hostage Rescue Team,0.3396,,,,20991,host rescu team,0.0
20994,the oregonian newspaper,0.5598,20994,oregonian newspaper                           daily,,20994,                          daily,0.0,20994,oregonian newspaper The Oregonian Newspaper,0.5689,,,,20994,th oregon newspaper,0.009
20996,guillermo venegas lloveras,0.7903,20996,guillermo venegas lloveras canas coria julieta ooooooooooooooooooooooooooooooooooooooo,,20996,canas coria julieta ooooooooooooooooooooooooooooooooooooooo lloveras,0.0005,20996,guillermo venegas lloveras Guillermo Venegas Lloveras,0.7756,,,,20996,guillerm veneg llover,0.0
20998,tamaxifen,,20998,tamaxifen,,20998,tamaxifen,,20998,tamaxifen,,,,,20998,tamaxifen,
20999,detroit things to do,0.0006,20999,detroit things cleveland chicago something really,,20999,cleveland chicago something really,0.0,20999,detroit things Detroit Osteopathic medicine in the United States,0.0,,,,20999,detroit thing to do,0.0006
21000,madd michigan victim impact panel,0.0,21000,madd michigan victim impact panel ooooooooooooooooooooooooooooooooooooooo js   ohio wisconsin perpetrator affect concluded,,21000,ooooooooooooooooooooooooooooooooooooooo js   ohio wisconsin perpetrator affect concluded,0.0,21000,madd michigan victim impact panel Mothers Against Drunk Driving Michigan Victimology,0.0,,,,21000,mad michigan victim impact panel,0.0
21532,bridges in michigan,0.3146,21532,bridges michigan roads ohio wisconsin,,21532,roads ohio wisconsin,0.0007,21532,bridges michigan Styles Bridges Michigan,0.0677,,,,21532,bridg in michigan,0.3146
21593,rutledge georgia,0.0,21593,rutledge georgia,,21593,rutledge georgia,0.0,21593,rutledge georgia,0.0,,,,21593,rutledge georgia,0.0
21745,almeria,,21745,almeria,,21745,almeria,,21745,almeria,,,,,21745,almeria,
22952,rosary hill ny,0.0,22952,rosary hill ny devotions crucifix http   www co mo md us                                    albany intersects,,22952,devotions crucifix http   www co mo md us                                    albany intersects,0.0,22952,rosary hill ny Rosary,0.0,,,,22952,ros hil ny,0.0
23912,collegeville pennsylvania,0.4778,23912,collegeville pennsylvania,,23912,collegeville pennsylvania,0.4778,23912,collegeville pennsylvania,0.4778,,,,23912,collegeville pennsylvania,0.4778
24991,dictionary of american naval fighting ships,0.318,24991,dictionary american naval fighting ships encyclopedia u s  navy ships battling vessels,,24991,encyclopedia u s  navy ships battling vessels,0.0003,24991,dictionary american naval fighting ships Dictionary of American Naval Fighting Ships Naval warfare Combat Navy,0.1057,,,,24991,diction of american nav fight ship,0.0
25122,birthplace of george washington,0.5468,25122,birthplace george washington hometown namesake w  bush d c  states,,25122,hometown namesake w  bush d c  states,0.0,25122,birthplace george washington Place of birth George Washington,0.389,,,,25122,birthplac of georg washingt,0.0611
